3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3314263058_2e9a1b8e42.jpg,3,3
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13129012623_f697810c75.jpg,6,6
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2810651005_25b69c0c2d.jpg,3,14
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13265021123_4155b61176.jpg,6,8
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11851545604_e4a5c0baaa.jpg,13,13
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2823907697_8011f3df7d.jpg,3,3
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12620326664_e2dba53009.jpg,19,6
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9565190184_af08cb5c3b.jpg,12,12
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8431715999_95826e41e1.jpg,1,1
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/512078061_5aff601051.jpg,3,3
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12860597995_776c1bee45.jpg,2,18
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12779114053_74ecde2a37.jpg,0,8
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10710557384_27fe3d6fa1.jpg,12,12
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12124074624_7171cdac00.jpg,8,8
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12397371025_6d850cdbf4.jpg,16,14
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12913240913_4402ee2220.jpg,11,1
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9520902466_448703037f.jpg,1,1
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12157185604_fe6d74754b.jpg,10,1
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9410523605_acd104ba2d.jpg,10,2
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11583560053_8ba3197ba7.jpg,19,1
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11002216116_08a5c0b6b7.jpg,13,1
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12848503234_9d67293782.jpg,18,5
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12306843663_58355559e4.jpg,16,11
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11901457445_e0f23da4f2.jpg,16,0
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11941552176_1fed85f626.jpg,13,17
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13043917834_67d954acca.jpg,11,11
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12706245394_c4f4161a0a.jpg,2,13
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13079231615_9a6e736a43.jpg,1,18
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13194129934_93b447f16e.jpg,6,6
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13152605075_ed432f875b.jpg,11,11
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12756058653_02f5bb1f41.jpg,1,9
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11727870165_23fd650478.jpg,16,16
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13293356784_4212e857c5.jpg,4,4
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2756873058_dd2cc6e445.jpg,3,17
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/6697953335_fda4eeb54a.jpg,3,3
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12542687695_dec02b1dcf.jpg,15,15
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3333251372_b96c052181.jpg,7,7
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11971930534_6c4a6bb19e.jpg,13,4
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11999726544_64a537c4c3.jpg,8,8
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12995748394_0e9d3d991b.jpg,11,16
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12535866735_83812e599c.jpg,9,9
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13162691325_1289267ec1.jpg,15,15
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13264655105_beede2a28c.jpg,5,3
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12367842934_7e2bcfe166.jpg,9,8
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11833517283_92592e99e3.jpg,17,17
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12449512143_5c84e46e38.jpg,8,12
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12241548316_065eb52f2d.jpg,17,17
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13216210333_305cfecc14.jpg,11,15
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11927789393_8ac252115e.jpg,17,17
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11419171553_1e3f137f43.jpg,14,14
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12006039816_44c5aa0a86.jpg,8,4
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13173616233_cb57c05aaa.jpg,18,18
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11859056913_677c888802.jpg,16,17
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11904150996_b3b5d731bf.jpg,0,11
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3494365977_9144e1cb91.jpg,7,7
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12429114915_35438f9cc0.jpg,15,15
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12176143823_7c16e65e24.jpg,2,7
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3584070537_22b14c4fd4.jpg,7,7
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12879862245_1db05b3542.jpg,5,11
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13019581674_d8b38e0421.jpg,6,6
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11856914404_0bac6812d5.jpg,16,11
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9221320397_4dd1e280c9.jpg,0,0
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3765693605_e07f5a53b6.jpg,7,9
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11176741294_2e0dcd9f3d.jpg,8,6
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13261370835_fe10dccab3.jpg,4,4
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8996812827_d546b4e2b4.jpg,14,1
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/6990370029_4ceaabfed8.jpg,5,5
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10077053056_ab5b7dbac3.jpg,12,8
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12993867344_b349d74776.jpg,5,19
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10764110725_28c8c9aca1.jpg,14,14
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13111989383_47c0af88ec.jpg,11,5
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13243089704_a9c73a762a.jpg,4,0
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8189319125_1a487340a5.jpg,10,10
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9562404752_59fd3f0ae1.jpg,12,7
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12952738665_1403b754a9.jpg,2,10
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11883850495_5c89d22610.jpg,8,6
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12853044094_a9d171ae00.jpg,9,4
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12948177533_6651956944.jpg,11,11
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12499565373_c49ac65054.jpg,2,17
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12892113584_c55e607b66.jpg,4,4
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2759226740_594d57736a.jpg,3,3
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13258350334_437180d455.jpg,11,16
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3260034044_8573756d45.jpg,7,7
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8460178161_12ed1d0a05.jpg,10,8
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9726264306_65159f896b.jpg,0,0
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13183804653_fc3281ed9c.jpg,13,14
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9738225579_948fa8be56.jpg,10,10
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11737330544_eddfac19a8.jpg,14,14
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11238303566_72cb23c1fa.jpg,12,12
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8417557598_89f7ddcf39.jpg,1,1
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3228061189_a83f0da723.jpg,7,14
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13229643955_841062053c.jpg,4,4
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12932192704_f3609cabf5.jpg,9,18
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9728065472_57f55ab0b9.jpg,12,19
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/5913130943_1f9a17810b.jpg,5,7
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8986932755_74dae31225.jpg,19,13
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/1480463740_8c6804b0c2.jpg,3,3
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12755931245_26e860da58.jpg,15,9
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/7245639996_c40de9347b.jpg,5,5
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9305070751_6b12126e51.jpg,18,18
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8519635951_34cd34f372.jpg,19,1
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12403253594_dea432c7f7.jpg,2,7
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8134005306_70f217d1c6.jpg,7,7
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10699348835_5d35dd6fcc.jpg,0,0
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13102792575_d46be36591.jpg,11,4
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/4821115511_f4e97ba4f9.jpg,5,5
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12854110605_0721c8314e.jpg,8,8
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11098214703_b1d2ef1544.jpg,12,5
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10809336174_884d9ae794.jpg,12,12
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/5859229174_1907a5d0e1.jpg,5,5
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12738498583_047bf0639a.jpg,15,9
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13114455625_039d607c17.jpg,2,13
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3303579005_7b50b9e75c.jpg,3,1
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/7115287185_95240de775.jpg,5,1
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12959937473_879e8d79a0.jpg,9,9
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12959582044_3d0fff176b.jpg,9,8
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3914728030_511b47527d.jpg,7,7
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12398599924_15670899dd.jpg,1,19
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2725642034_0e61870fbf.jpg,3,3
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8720761161_c3660cfaa9.jpg,19,1
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12237809824_c0aa1f188b.jpg,2,9
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9932944475_79fc622c2c.jpg,18,18
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9494054884_275c9c236f.jpg,10,4
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12698241495_273110da9a.jpg,0,0
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12625872173_7ebbf7d899.jpg,15,9
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11628022264_8f40975fcf.jpg,17,17
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8064164063_b3405bb248.jpg,10,10
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12127381193_2bb44481f1.jpg,13,1
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2911283425_e135537e11.jpg,3,3
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2831799501_7e54bdf172.jpg,3,14
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12461810615_08e24dfecb.jpg,2,1
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13158296183_8ab44785f9.jpg,11,16
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12543686864_3f1ff8b019.jpg,17,3
8,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12362147865_7a7abfa920.jpg,8,8
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12569264204_b76a661834.jpg,2,1
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11358975495_577208cb90.jpg,10,10
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3975775682_558595aca0.jpg,7,7
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8458224404_14cedd2ff5.jpg,10,10
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3230695730_1f751c1c6b.jpg,7,0
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12726566005_51457fcb0f.jpg,1,1
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13250915073_024b576167.jpg,6,6
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8783090029_66720581f3.jpg,19,13
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/489067039_60212d95c6.jpg,3,13
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12681079285_6edaff55e2.jpg,19,19
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12911614803_e453aebc48.jpg,5,11
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/5878729360_6fbf66d1a7.jpg,7,7
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13107966473_bc38bb6827.jpg,2,7
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13033287073_585643377f.jpg,6,6
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13291207803_df76a3680b.jpg,11,11
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/5816667002_ddeaecb2b4.jpg,5,5
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13220521915_51c66a4536.jpg,6,13
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/7799104872_a248edfeb9.jpg,10,10
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8740827377_05d74a8ca9.jpg,14,1
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3374338966_311b6d4a7d.jpg,7,7
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9487357264_4e9414f0c1.jpg,19,1
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12575777844_bcd3d635d0.jpg,9,9
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11817380775_f3e5165465.jpg,17,19
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10138776395_bfc539927c.jpg,18,18
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12550420733_bf0c2e0b05.jpg,18,18
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10539482534_44c51dec86.jpg,18,18
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10412717866_4806533b5c.jpg,0,17
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12194902624_4b994f8c80.jpg,2,10
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11057283816_bd4e971de0.jpg,0,8
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12380264163_d55dd12900.jpg,17,4
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2048016489_4919b2cca1.jpg,3,3
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8521670624_327c9f522b.jpg,19,10
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13043499555_63c46f3388.jpg,2,10
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3371663885_d05890b32d.jpg,7,7
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12928299033_025f731fae.jpg,4,1
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/6494385951_b0236801cd.jpg,5,11
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10147191843_60960c4c53.jpg,14,10
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11893347155_ef48ff8f0c.jpg,16,15
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3851876603_f3e01ec09d.jpg,7,1
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12544984354_f6f732c785.jpg,17,0
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12814193555_53d320d9d1.jpg,11,11
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12941924964_7b91bfa3a2.jpg,16,0
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8391659523_3b12d59898.jpg,10,10
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11267132636_eaf6c27dc4.jpg,13,1
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11708324836_25303c6687.jpg,14,1
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12682779475_8dc7758d1c.jpg,1,5
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10406396266_bb6f1dceab.jpg,12,10
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12681772163_15475be11c.jpg,2,4
9,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12324390324_1c2de6ff2b.jpg,9,19
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11662237733_2f859aa3a4.jpg,16,15
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/4992821660_8b1b09a41a.jpg,5,5
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13100864535_a24a4bf400.jpg,2,16
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12795664383_cc3b0645b7.jpg,1,11
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/7995351829_ff11a37c17.jpg,10,10
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/5385445359_53d17983b3.jpg,5,1
7,/home/hawk/imagenet2014/caffe/data/flickr_style/images/3741205434_68f7f6bf12.jpg,7,7
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11906027496_3dd120816a.jpg,13,0
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10941324796_cfe6d89907.jpg,18,1
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2747962911_1127695447.jpg,3,5
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12825528035_13ecd50898.jpg,17,17
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12689770995_e60b6736d6.jpg,2,17
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/7023707253_242d370ded.jpg,5,1
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12382085444_d2c3672c7a.jpg,17,17
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8642619347_0603bfeb6d.jpg,14,14
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12093399154_40cf4fa98d.jpg,17,1
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13233066563_48da99c60d.jpg,4,4
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12841644313_624e81606b.jpg,4,13
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9406965622_ddf355b370.jpg,14,7
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12747856884_2bc93a6d7a.jpg,4,13
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13132737025_44f45e54d2.jpg,11,2
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13306168403_1570904687.jpg,11,12
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13133356805_b73eb332f1.jpg,16,19
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10687920015_63013976fb.jpg,12,6
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12058063653_3b15e79e0e.jpg,13,13
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9731972477_eb6611e08c.jpg,19,5
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11892153675_7f53cc0923.jpg,14,9
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12545463675_6a8a7ea3bf.jpg,15,5
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12369203674_223e223459.jpg,2,2
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10963824725_dd24949d99.jpg,13,1
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2761148723_2c7749dd81.jpg,3,10
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12985462394_cf886ba6fa.jpg,17,9
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9386141990_be6d7c3188.jpg,19,19
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9775489732_099e91d04f.jpg,0,0
2,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12390994174_064d191fac.jpg,2,7
6,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13297955614_77227543d6.jpg,6,6
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8739441508_6c43001ba0.jpg,1,1
14,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8522049406_97e15b7d66.jpg,14,14
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9654188289_bbaae841f2.jpg,19,11
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2419295642_a8215b663b.jpg,3,7
4,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12883853504_bf8a5be2c7.jpg,4,7
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13106120435_ddf8aa59c9.jpg,11,15
5,/home/hawk/imagenet2014/caffe/data/flickr_style/images/5758282992_a7e06a86e8.jpg,5,5
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10156460875_d869fc2b4f.jpg,0,1
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9472142230_260fca3cfb.jpg,0,0
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13292063454_4d575d5746.jpg,11,11
1,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10050592655_5d417dc0d7.jpg,1,15
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12755155025_c384b7c799.jpg,15,16
19,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9926595474_09237db8fe.jpg,19,16
17,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12612656293_cb32cf6be2.jpg,17,17
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12962368643_c644a32110.jpg,13,18
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9565747246_5d77698ff9.jpg,18,17
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13131274974_055f3cf607.jpg,0,5
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/579278062_7250c86e1f.jpg,3,14
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12412857045_bf52ae858f.jpg,13,9
3,/home/hawk/imagenet2014/caffe/data/flickr_style/images/2151231717_afdbeb56ee.jpg,3,7
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13041676124_a62e4f3db2.jpg,18,17
13,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13030226113_38487e6327.jpg,13,5
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12911350984_e1ff74f43e.jpg,15,15
15,/home/hawk/imagenet2014/caffe/data/flickr_style/images/13064818885_c9bb102129.jpg,15,9
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8198542152_7912211f4a.jpg,10,10
0,/home/hawk/imagenet2014/caffe/data/flickr_style/images/11655629884_443b3849c2.jpg,0,17
12,/home/hawk/imagenet2014/caffe/data/flickr_style/images/9432685059_ac0b7981be.jpg,12,12
10,/home/hawk/imagenet2014/caffe/data/flickr_style/images/8490711034_4cff73c522.jpg,10,10
16,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12417955644_3fa793f68f.jpg,16,15
11,/home/hawk/imagenet2014/caffe/data/flickr_style/images/12960811064_3cabce479a.jpg,11,16
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10286148254_626cfe2a4f.jpg,18,18
18,/home/hawk/imagenet2014/caffe/data/flickr_style/images/10517652525_48efa1eef1.jpg,18,18
